		Year of publication																																		
Basque	Spanish		3	2		3	5	2	5	1	2		5	20	3	5	67	15	30	17	25	26	28	41	42	27	39	33	48	15	53	58				
Basque	Swedish																	1		1																
Basque	Ukrainian												1																							
Bavarian	English																2																			
Bavarian	French			1																																
Bavarian	German								1																											
Bavarian	Russian																											2								
Bavarian, dialects of	English				1																															
Bavarian, dialects of	German				1																															
Beembe	English																								1											
Beembe	French																					1			1	2										
Belarusian	Abkhazian								1																											
Belarusian	Arabic				1			1	2	5	2	1	2																							
Belarusian	Armenian		2	1	1			1		1	1			1																						
Belarusian	Azerbaijani					2	1		1			1																								
Belarusian	Belarusian																				1															
Belarusian	Bulgarian			6	5	5	1	5	3	4	2	2		1		1				2		2	1	1		3		1	2							
Belarusian	Chuvash		1						1	1	1		1																							
Belarusian	Czech		4	2	4	6	4	1		2		3	2	1									1						1	3						
Belarusian	Danish											1																								
Belarusian	Dutch						1			2				1																						
Belarusian	English		4	12	7	11	1	2	8	11	3	4	5	3	1	1	4	4	3	2		1	1	1						1	1	4	1			
Belarusian	Estonian		1	1	1	4	3	3	2	1	1	1		1																						
Belarusian	Farsi, Eastern; Dari							1																												
Belarusian	Farsi, Western; Persian								1																											
Belarusian	Finnish										2																									
Belarusian	French		3	4	1	2	4	1		2	1		1			1	1	4			1						1			2	1					
Belarusian	Georgian		1		2		1				1																									
Belarusian	German			10	2	3	2		2	3	2	5	5	1		1	1	5	4	3	1					1	1		1			1	1			
Belarusian	Hindi					1																														
Belarusian	Hungarian		1				1					2	1								1															
Belarusian	Italian										1	1																								
Belarusian	Japanese		1						1																						1					
Belarusian	Kara-Kalpak				1	1					1																									
Belarusian	Kazakh			1	1	2		4			1	1			1																					
Belarusian	Kirghiz			1		1		1	1	2	1			1	1																					
Belarusian	Latvian		2	1	2	3	1	1	1	1	1		1			1																				
Belarusian	Lithuanian		1	2	3	2	1	3	1	2	1	1	4	2				1	1		1		1				1					2				
Belarusian	Macedonian																	1																		
Belarusian	Moldavian			1	2	2		2	1		3	2	1	1															1	2		1				
Belarusian	Mongolian, Halh									1		1																								
Belarusian	Multiple languages					2	1																													
Belarusian	Norwegian, Bokmål																															1				
Belarusian	Ossetian; Ossetic					1		1	2																											
Belarusian	Polish		5	1	9	8	7	2	9	3	2	5	6	2	2				2	1	3	2	6	1	4	2	1		1	3		2				
Belarusian	Romanian			1		1				2	2	1	1																							
Belarusian	Russian		42	44	46	52	36	48	57	52	44	43	35	26	22	9	6	10	2	5	6	1	2	9	12	8	2	10	19	20	20	12	14			
Belarusian	Serbian																1										1				1					
Belarusian	Serbo-Croatian (to 1992)			2		1			1	1	1			1																						
Belarusian	Sinhala				1																															
Belarusian	Slovak			1	2	3	1		1	3	2	2	2	1																		1				
Belarusian	Slovenian									2																										
Belarusian	Spanish		1	6	2	2		7	2			1	1	1																	1					
Belarusian	Swedish									1				1	1								1								1	1				
Belarusian	Tajik		1			2		2	2	1			1																							
Belarusian	Tatar		1					1																												
Belarusian	Telugu						1																													
Belarusian	Turkmen			1	2				2			1	1																							
Belarusian	Tuvinian						1																													
Belarusian	Uighur							1																												
Belarusian	Ukrainian		4	6	6	9	5	7	3	3	5	6	8	5	2				1		1	2		1												
Belarusian	Urdu		1					1																												
Belarusian	Uzbek		2			1	2	1	1	2	1	1																								
Belarusian	Vietnamese								1			1																								
Belize Kriol English	English																														1					
Belize Kriol English	French																													1						
Belorusian, Old	Russian												1																							
Bengali	Afrikaans																							1												
Bengali	Albanian									1		1															1	1			1					
Bengali	Arabic											1										1				1	1									
Bengali	Armenian					1																					1			1	1					
Bengali	Assamese		2			1				1						1		2	5	6	4	3	4	6	5	3	9	5	3	2						
Bengali	Azerbaijani											1																								
Bengali	Basque							1						1																1						
Bengali	Breton																														1					
Bengali	Bulgarian								2	1				1			1	1														2				
Bengali	Catalan		1	2	2	2	2	1	1	2																2										
Bengali	Chinese																			1	2		1		1	8	5	14	13	6	8					
Bengali	Croatian																	1									1	1	3	1			1			
Bengali	Czech		1			1				1									1		1	1		1			2		1		1	1	2			
Bengali	Danish				1																															
Bengali	Dutch						1	2	1				1		1			1		1						1				1						
Bengali	English	3	8	9	11	9	11	19	19	19	16	11	10	16	15	24	21	20	7	12	18	16	21	25	27	26	35	37	30	15	5	2				
Bengali	Estonian															1			1									1				3				
Bengali	Farsi, Western; Persian																						2													
Bengali	Finnish		1				1					1	1							1																
Bengali	French				1	2	2	2	4	3		4	1		2	5	4	4	8	5	9	7	4	7	5	6	3	3	12	3	5	4				
Bengali	Georgian										1																									
Bengali	German		1	1		2	2	4	5	7	3	4	2	3	1	2	2		2	1	2		1			3	1		4	5	2	4	2			
Bengali	Greek, Modern (1453-)												1														1									
Bengali	Gujarati	1	4	6	15	1			2	2	6	10	2	2	1	2			4		1	1	1	1	1		1									
Bengali	Hindi	13	33	26	19	29	26	29	29	13	15	10	7	2	4	14	13	11	8	14	19	13	11	43	31	6	27	23	2							
Bengali	Hungarian			1															1					1							1					
Bengali	Icelandic																		1																	
Bengali	Indonesian		6																																	
Bengali	Italian		2	1							1			1		2	2	1	2	4	2	5	1		2		1	1								
Bengali	Japanese						1			1					2	3	2		1			2	1	1		3	2	4	1	3	3	2				
Bengali	Kannada		2	2	1	1	3										1				1	3	1	1		2	1	3								
Bengali	Kazakh				1		1																			1					1					
Bengali	Kirghiz			1																																
Bengali	Korean													1							2		1													
Bengali	Lithuanian			1		1	1												2			3		1					1	2	1					
Bengali	Macedonian		1			1					1																	2			1					
Bengali	Malayalam	1	7	7	5	7	1	2	6	6	3	4	6	1	5		1		1		2	6	5	4		2	2	7	1							
Bengali	Marathi		8	6	2		4		8					1	3		1		1					1	4	1	2	2	1							
Bengali	Moldavian		1																																	
Bengali	Mongolian, Halh																								1		3		2	3						
Bengali	Mongolian, Peripheral								1																											
Bengali	Multiple languages													1														1								
Bengali	Nepali																								2											
Bengali	Newari																								1											
Bengali	Norwegian																	1																		
Bengali	Norwegian, Bokmål																												1		2					
Bengali	Oriya	4	4	15	2	4	2	2		3	6	4			2	5	4	4	14	11	10	22	12	21	15	15	5	9								
Bengali	Panjabi		1																																	
Bengali	Polish					1							1			1	3	2		1																
Bengali	Portuguese				1			1						1	4												1	2								
Bengali	Romanian										1			1							2	1			1							1				
Bengali	Russian			1	3	1		1			4	2	1	1	1		1						1					1	4	3	4					
Bengali	Sanskrit		2			1										1									1											
Bengali	Serbian																		1			2	1		2		1	1								
Bengali	Serbo-Croatian (to 1992)		3		1	2	4		2																											
Bengali	Sinhala									1	1		1			2			1		2				1											
Bengali	Slovak		1		2			1																1			2									
Bengali	Slovenian						1	1		1								1														2				
Bengali	Spanish		6	1	13	11	8	18	6	9	1	4	1		2	1	1	2	2	1	6	3	2	2	1		1	1	1	1	1	2				
Bengali	Swedish								1									1							1	1		2				2				
Bengali	Tamil			7	1	3	3	4	8	4		1	1		1	2		2	3				2	5	3			2	4							
Bengali	Telugu			1			1	1	3	1				1	1				1	1		1		2	1			1	3							
Bengali	Thai					2																														
Bengali	Turkish							1	1							1																				
Bengali	Uighur							1																				14								
Bengali	Ukrainian				1																															
Bengali	Urdu	1	1	1	1		2	1		1				1	1	1										1	1				1					
Bengali	Uzbek		1		2		1	1																								1				
Bengali	Vietnamese																						1													
Bengali, Old	English																					1														
Bété, Daola	French			1																																
Bété, Gagnoa	French			1																																
Bété, Guiberoua	French			1																																
Bhojpuri	French			1																																
Bhojpuri	Réunion Creole French			1																																
Bislama	English							1																												
Bislama	French							1																												
Blackfoot	German																			1																
Blackfoot	Spanish																				1															
Bohairic, dialect of Coptic	Dutch		1																																	
Bohairic, dialect of Coptic	English			1		1																														
Bohairic, dialect of Coptic	French															1						1														
Bohairic, dialect of Coptic	Italian											1																								
Bosnian	Albanian																1	1		1	3	2	3			2		1		1	2	3	1			
Bosnian	Bulgarian																					1					1									
Bosnian	Catalan																	1					1													
Bosnian	Croatian																														2		2			
Bosnian	Czech																1	1	2					2		1		1					2			
Bosnian	Danish																	2	4				1			1		1		1						
Bosnian	Dutch																4	2		1			1		1	2	1		3	1						
Bosnian	English																3	5	3	5	2	5		4	3	2	2	2	18	2	1	3	4			
Bosnian	Finnish																	3																		
Bosnian	French																4	4	5		2	2	1	4	1	2	4	1	3	3						
Bosnian	German																8	9	10	11	4	5	5	3	1	5			5	5	1	3	5			
Bosnian	Greek, Modern (1453-)																										1									
Bosnian	Hungarian																		1												2					
Bosnian	Italian																	2	2	2	2			1				2								
Bosnian	Japanese																	1																		
Bosnian	Latvian																		1																	
Bosnian	Macedonian																			3	1		1					1	1		1					
Bosnian	Multiple languages																											1								
Bosnian	Norwegian																2	1	1	1	1															
Bosnian	Norwegian, Nynorsk																					1														
Bosnian	Polish																	1	6				1		3		1									
